(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-70.71068,-35.35534)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(-70.71068,35.35534)
(0,50)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(70.71068,35.35534)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(-100,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(100,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,-50)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
